,DOI,Citation,Note,type
517,10.18653/v1/2020.emnlp-main.519,88,,long
518,10.18653/v1/2020.emnlp-main.520,5,,long
519,10.18653/v1/2020.emnlp-main.521,3,,long
520,10.18653/v1/2020.emnlp-main.522,22,,short
521,10.18653/v1/2020.emnlp-main.523,80,,long
522,10.18653/v1/2020.emnlp-main.524,15,,long
523,10.18653/v1/2020.emnlp-main.525,17,,long
524,10.18653/v1/2020.emnlp-main.526,1,,long
525,10.18653/v1/2020.emnlp-main.527,12,,long
526,10.18653/v1/2020.emnlp-main.528,8,,long
527,10.18653/v1/2020.emnlp-main.529,3,,long
528,10.18653/v1/2020.emnlp-main.530,4,,long
529,10.18653/v1/2020.emnlp-main.531,16,,long
530,10.18653/v1/2020.emnlp-main.532,1,,long
531,10.18653/v1/2020.emnlp-main.533,10,,short
532,10.18653/v1/2020.emnlp-main.534,5,,long
533,10.18653/v1/2020.emnlp-main.535,8,,long
534,10.18653/v1/2020.emnlp-main.536,3,,long
535,10.18653/v1/2020.emnlp-main.537,6,,short
536,10.18653/v1/2020.emnlp-main.538,5,,long
537,10.18653/v1/2020.emnlp-main.539,5,,short
538,10.18653/v1/2020.emnlp-main.540,0,,short
539,10.18653/v1/2020.emnlp-main.541,13,,long
540,10.18653/v1/2020.emnlp-main.542,1,,long
541,10.18653/v1/2020.emnlp-main.543,2,,long
542,10.18653/v1/2020.emnlp-main.544,0,,long
543,10.18653/v1/2020.emnlp-main.545,1,,short
544,10.18653/v1/2020.emnlp-main.546,3,,long
545,10.18653/v1/2020.emnlp-main.547,3,,long
546,10.18653/v1/2020.emnlp-main.548,2,,long
547,10.18653/v1/2020.emnlp-main.549,10,,long
548,10.18653/v1/2020.emnlp-main.550,355,,long
549,10.18653/v1/2020.emnlp-main.551,1,,short
550,10.18653/v1/2020.emnlp-main.552,14,,long
551,10.18653/v1/2020.emnlp-main.553,4,,short
552,10.18653/v1/2020.emnlp-main.554,13,,long
553,10.18653/v1/2020.emnlp-main.555,11,,long
554,10.18653/v1/2020.emnlp-main.556,15,,short
555,10.18653/v1/2020.emnlp-main.557,32,,short
556,10.18653/v1/2020.emnlp-main.558,22,,long
557,10.18653/v1/2020.emnlp-main.559,10,,long
558,10.18653/v1/2020.emnlp-main.560,3,,long
559,10.18653/v1/2020.emnlp-main.561,3,,short
560,10.18653/v1/2020.emnlp-main.562,1,,long
561,10.18653/v1/2020.emnlp-main.563,8,,short
562,10.18653/v1/2020.emnlp-main.564,11,,long
563,10.18653/v1/2020.emnlp-main.565,2,,short
564,10.18653/v1/2020.emnlp-main.566,10,,short
565,10.18653/v1/2020.emnlp-main.567,21,,long
566,10.18653/v1/2020.emnlp-main.568,7,,long
567,10.18653/v1/2020.emnlp-main.569,7,,long
568,10.18653/v1/2020.emnlp-main.570,2,,short
569,10.18653/v1/2020.emnlp-main.571,2,,long
570,10.18653/v1/2020.emnlp-main.572,3,,long
571,10.18653/v1/2020.emnlp-main.573,4,,long
572,10.18653/v1/2020.emnlp-main.574,30,,long
573,10.18653/v1/2020.emnlp-main.575,4,,long
574,10.18653/v1/2020.emnlp-main.576,8,,long
575,10.18653/v1/2020.emnlp-main.577,15,,long
576,10.18653/v1/2020.emnlp-main.578,1,,short
577,10.18653/v1/2020.emnlp-main.579,7,,long
578,10.18653/v1/2020.emnlp-main.580,8,,long
579,10.18653/v1/2020.emnlp-main.581,4,,short
580,10.18653/v1/2020.emnlp-main.582,39,,long
581,10.18653/v1/2020.emnlp-main.583,6,,short
582,10.18653/v1/2020.emnlp-main.584,13,,long
583,10.18653/v1/2020.emnlp-main.585,8,,short
584,10.18653/v1/2020.emnlp-main.586,39,,long
585,10.18653/v1/2020.emnlp-main.587,5,,long
586,10.18653/v1/2020.emnlp-main.588,4,,long
587,10.18653/v1/2020.emnlp-main.589,10,,short
588,10.18653/v1/2020.emnlp-main.590,3,,long
589,10.18653/v1/2020.emnlp-main.591,1,,long
590,10.18653/v1/2020.emnlp-main.592,14,,long
591,10.18653/v1/2020.emnlp-main.593,8,,long
592,10.18653/v1/2020.emnlp-main.594,2,,long
593,10.18653/v1/2020.emnlp-main.595,5,,long
594,10.18653/v1/2020.emnlp-main.596,13,,long
595,10.18653/v1/2020.emnlp-main.597,9,,long
596,10.18653/v1/2020.emnlp-main.598,3,,short
597,10.18653/v1/2020.emnlp-main.599,7,,long
598,10.18653/v1/2020.emnlp-main.600,7,,long
599,10.18653/v1/2020.emnlp-main.601,5,,short
600,10.18653/v1/2020.emnlp-main.602,13,,long
601,10.18653/v1/2020.emnlp-main.603,12,,long
602,10.18653/v1/2020.emnlp-main.604,1,,long
603,10.18653/v1/2020.emnlp-main.605,2,,long
604,10.18653/v1/2020.emnlp-main.606,4,,long
605,10.18653/v1/2020.emnlp-main.607,7,,long
606,10.18653/v1/2020.emnlp-main.608,13,,long
607,10.18653/v1/2020.emnlp-main.609,59,,long
608,10.18653/v1/2020.emnlp-main.610,3,,long
609,10.18653/v1/2020.emnlp-main.611,1,,long
610,10.18653/v1/2020.emnlp-main.612,6,,long
611,10.18653/v1/2020.emnlp-main.613,32,,long
612,10.18653/v1/2020.emnlp-main.614,6,,short
613,10.18653/v1/2020.emnlp-main.615,18,,long
614,10.18653/v1/2020.emnlp-main.616,5,,long
615,10.18653/v1/2020.emnlp-main.617,91,,long
616,10.18653/v1/2020.emnlp-main.618,19,,long
617,10.18653/v1/2020.emnlp-main.619,7,,long
618,10.18653/v1/2020.emnlp-main.620,13,,long
619,10.18653/v1/2020.emnlp-main.621,13,,long
620,10.18653/v1/2020.emnlp-main.622,5,,short
621,10.18653/v1/2020.emnlp-main.623,19,,long
622,10.18653/v1/2020.emnlp-main.624,9,,long
623,10.18653/v1/2020.emnlp-main.625,0,,long
624,10.18653/v1/2020.emnlp-main.626,1,,long
625,10.18653/v1/2020.emnlp-main.627,4,,long
626,10.18653/v1/2020.emnlp-main.628,10,,long
627,10.18653/v1/2020.emnlp-main.629,2,,short
628,10.18653/v1/2020.emnlp-main.630,11,,long
629,10.18653/v1/2020.emnlp-main.631,1,,short
630,10.18653/v1/2020.emnlp-main.632,8,,short
631,10.18653/v1/2020.emnlp-main.633,66,,long
632,10.18653/v1/2020.emnlp-main.634,22,,long
633,10.18653/v1/2020.emnlp-main.635,25,,long
634,10.18653/v1/2020.emnlp-main.636,5,,short
635,10.18653/v1/2020.emnlp-main.637,10,,long
636,10.18653/v1/2020.emnlp-main.638,18,,long
637,10.18653/v1/2020.emnlp-main.639,12,,long
638,10.18653/v1/2020.emnlp-main.640,0,,long
639,10.18653/v1/2020.emnlp-main.641,5,,short
640,10.18653/v1/2020.emnlp-main.642,2,,short
641,10.18653/v1/2020.emnlp-main.643,3,,long
642,10.18653/v1/2020.emnlp-main.644,5,,short
643,10.18653/v1/2020.emnlp-main.645,5,,short
644,10.18653/v1/2020.emnlp-main.646,0,,long
645,10.18653/v1/2020.emnlp-main.647,13,,long
646,10.18653/v1/2020.emnlp-main.648,9,,short
647,10.18653/v1/2020.emnlp-main.649,13,,long
648,10.18653/v1/2020.emnlp-main.650,6,,short
649,10.18653/v1/2020.emnlp-main.651,10,,long
650,10.18653/v1/2020.emnlp-main.652,14,,long
651,10.18653/v1/2020.emnlp-main.653,3,,long
652,10.18653/v1/2020.emnlp-main.654,9,,long
653,10.18653/v1/2020.emnlp-main.655,2,,long
654,10.18653/v1/2020.emnlp-main.656,50,,long
655,10.18653/v1/2020.emnlp-main.657,2,,long
656,10.18653/v1/2020.emnlp-main.658,7,,long
657,10.18653/v1/2020.emnlp-main.659,15,,long
658,10.18653/v1/2020.emnlp-main.660,15,,long
659,10.18653/v1/2020.emnlp-main.661,8,,long
660,10.18653/v1/2020.emnlp-main.662,2,,long
661,10.18653/v1/2020.emnlp-main.663,1,,short
662,10.18653/v1/2020.emnlp-main.664,3,,short
663,10.18653/v1/2020.emnlp-main.665,3,,long
664,10.18653/v1/2020.emnlp-main.666,2,,long
665,10.18653/v1/2020.emnlp-main.667,7,,long
666,10.18653/v1/2020.emnlp-main.668,5,,short
667,10.18653/v1/2020.emnlp-main.669,15,,long
668,10.18653/v1/2020.emnlp-main.670,8,,long
669,10.18653/v1/2020.emnlp-main.671,4,,long
670,10.18653/v1/2020.emnlp-main.672,0,,long
671,10.18653/v1/2020.emnlp-main.673,6,,long
672,10.18653/v1/2020.emnlp-main.674,2,,long
673,10.18653/v1/2020.emnlp-main.675,4,,short
674,10.18653/v1/2020.emnlp-main.676,9,,long
675,10.18653/v1/2020.emnlp-main.677,5,,long
676,10.18653/v1/2020.emnlp-main.678,0,,long
677,10.18653/v1/2020.emnlp-main.679,0,,long
678,10.18653/v1/2020.emnlp-main.680,1,,long
679,10.18653/v1/2020.emnlp-main.681,0,,short
680,10.18653/v1/2020.emnlp-main.682,7,,long
681,10.18653/v1/2020.emnlp-main.683,3,,short
682,10.18653/v1/2020.emnlp-main.684,1,,long
683,10.18653/v1/2020.emnlp-main.685,9,,short
684,10.18653/v1/2020.emnlp-main.686,24,,short
685,10.18653/v1/2020.emnlp-main.687,2,,short
686,10.18653/v1/2020.emnlp-main.688,2,,short
687,10.18653/v1/2020.emnlp-main.689,2,,short
688,10.18653/v1/2020.emnlp-main.690,3,,long
689,10.18653/v1/2020.emnlp-main.691,10,,long
690,10.18653/v1/2020.emnlp-main.692,12,,long
691,10.18653/v1/2020.emnlp-main.693,0,,long
692,10.18653/v1/2020.emnlp-main.694,2,,long
693,10.18653/v1/2020.emnlp-main.695,9,,short
694,10.18653/v1/2020.emnlp-main.696,1,,short
695,10.18653/v1/2020.emnlp-main.697,17,,long
696,10.18653/v1/2020.emnlp-main.698,15,,long
697,10.18653/v1/2020.emnlp-main.699,6,,short
698,10.18653/v1/2020.emnlp-main.700,14,,long
699,10.18653/v1/2020.emnlp-main.701,10,,long
700,10.18653/v1/2020.emnlp-main.702,3,,long
701,10.18653/v1/2020.emnlp-main.703,94,,long
702,10.18653/v1/2020.emnlp-main.704,13,,long
703,10.18653/v1/2020.emnlp-main.705,2,,long
704,10.18653/v1/2020.emnlp-main.706,8,,long
705,10.18653/v1/2020.emnlp-main.707,25,,long
706,10.18653/v1/2020.emnlp-main.708,1,,short
707,10.18653/v1/2020.emnlp-main.709,2,,short
708,10.18653/v1/2020.emnlp-main.710,63,,long
709,10.18653/v1/2020.emnlp-main.711,16,,short
710,10.18653/v1/2020.emnlp-main.712,10,,long
711,10.18653/v1/2020.emnlp-main.713,38,,long
712,10.18653/v1/2020.emnlp-main.714,4,,long
713,10.18653/v1/2020.emnlp-main.715,4,,long
714,10.18653/v1/2020.emnlp-main.716,11,,short
715,10.18653/v1/2020.emnlp-main.717,12,,long
716,10.18653/v1/2020.emnlp-main.718,0,,long
717,10.18653/v1/2020.emnlp-main.719,8,,long
718,10.18653/v1/2020.emnlp-main.720,3,,short
719,10.18653/v1/2020.emnlp-main.721,18,,long
720,10.18653/v1/2020.emnlp-main.722,18,,long
721,10.18653/v1/2020.emnlp-main.723,5,,long
722,10.18653/v1/2020.emnlp-main.724,18,,long
723,10.18653/v1/2020.emnlp-main.725,5,,long
724,10.18653/v1/2020.emnlp-main.726,11,,long
725,10.18653/v1/2020.emnlp-main.727,1,,long
726,10.18653/v1/2020.emnlp-main.728,18,,long
727,10.18653/v1/2020.emnlp-main.729,5,,long
728,10.18653/v1/2020.emnlp-main.730,2,,long
729,10.18653/v1/2020.emnlp-main.731,40,,long
730,10.18653/v1/2020.emnlp-main.732,10,,long
731,10.18653/v1/2020.emnlp-main.733,55,,long
732,10.18653/v1/2020.emnlp-main.734,22,,long
733,10.18653/v1/2020.emnlp-main.735,3,,long
734,10.18653/v1/2020.emnlp-main.736,11,,long
735,10.18653/v1/2020.emnlp-main.737,3,,short
736,10.18653/v1/2020.emnlp-main.738,6,,long
737,10.18653/v1/2020.emnlp-main.739,14,,long
738,10.18653/v1/2020.emnlp-main.740,12,,long
739,10.18653/v1/2020.emnlp-main.741,12,,long
740,10.18653/v1/2020.emnlp-main.742,5,,long
741,10.18653/v1/2020.emnlp-main.743,5,,long
742,10.18653/v1/2020.emnlp-main.744,7,,short
743,10.18653/v1/2020.emnlp-main.745,24,,long
744,10.18653/v1/2020.emnlp-main.746,47,,long
745,10.18653/v1/2020.emnlp-main.747,6,,long
746,10.18653/v1/2020.emnlp-main.748,65,,long
747,10.18653/v1/2020.emnlp-main.749,17,,long
748,10.18653/v1/2020.emnlp-main.750,125,,long
749,10.18653/v1/2020.emnlp-main.751,26,,long
750,10.18653/v1/2020.emnlp-main.752,7,,long
